hour,weekday,month,holiday,precipitation_mm,visibility_km,temperature_c,wind_speed_kmh,traffic_density,num_lanes,ilumination,work_zone,num_accidents
18,2,6,0,0,10.5,20.4,88.1,8,2,1,0,5
4,6,9,0,0,9.9,20.9,43.6,3,3,0,0,0
7,6,12,0,10.5,8.4,9.7,35.7,4,2,1,0,2
9,0,2,0,0,10.3,6.9,34.2,7,2,1,0,2
11,4,8,0,0,9.8,26.6,5.8,5,3,1,0,1
14,6,12,0,0,9.6,13,33.4,6,3,1,0,0
0,5,10,0,0,9.5,15.1,43.9,2,2,1,0,1
20,3,11,0,31.8,3.9,15.9,84.1,4,3,1,0,2
7,0,12,1,43,2.3,12.8,77.5,7,3,1,0,11
6,4,12,0,0,10,12,37.2,3,4,1,0,2
9,6,1,0,24,5.4,11.3,26.4,8,2,1,0,9
9,2,6,0,32.7,3.9,20,0.8,8,3,1,0,5
6,4,12,0,17.6,7,10.4,34.6,2,4,1,0,2
10,6,4,0,0,9.5,17,56.6,6,3,1,0,3
20,2,7,0,0,10.3,27.3,19.6,2,3,1,0,0
23,6,8,0,0,10.5,27.9,10.5,3,2,1,0,1
4,2,10,0,4.8,9.1,16.5,19.8,2,3,1,0,0
10,5,10,0,0,10.2,19.4,7.5,6,3,1,0,3
13,1,12,0,21.5,5.9,11.4,18.2,5,2,1,0,0
19,4,3,0,0,10,13.8,42.8,9,4,1,0,2
21,3,3,1,0,10.4,14,31.8,3,3,1,0,1
23,4,6,0,0,10,23.5,24.8,1,3,1,0,0
2,0,6,0,0,10,21.5,2.6,2,2,1,1,2
7,6,7,0,0,9.9,23,29.3,2,3,1,0,2
22,0,8,0,0,10.1,29.6,7.1,2,3,1,0,2
0,3,11,0,0,10.2,16.2,40.6,2,3,1,0,6
7,1,3,0,39.4,3.3,13.6,17.7,8,4,1,0,5
10,0,8,0,0,9.9,29.5,51.8,6,2,1,0,1
2,0,7,0,0,9.8,28.8,18.8,2,3,1,0,2
8,0,11,0,28.7,4.9,13.1,18.9,8,3,1,1,1
21,5,3,1,0,9.6,13.1,47.8,2,3,1,0,2
3,4,10,0,42.1,2,18.9,43,2,2,1,1,5
16,0,9,0,0,10.3,24,11.4,5,3,1,0,1
19,1,3,0,0,10.5,11.2,39.3,10,2,1,0,2
19,6,8,0,0,9.6,24.6,64.2,7,3,1,0,4
15,3,11,0,26.2,4.9,12.5,79,6,3,1,0,2
3,6,6,0,0,9.9,23.3,78.2,4,2,1,0,2
0,5,8,0,0,10.3,29.7,39.7,3,4,1,0,3
15,1,10,0,0,9.6,15,29.7,6,3,1,0,2
11,0,4,0,0,9.7,17.1,34.1,5,4,1,0,1
18,3,12,0,0,10.3,8.3,79.6,8,3,1,1,8
13,2,8,0,0,10.2,29.8,55.9,6,3,1,0,7
7,1,7,0,0,10,24.5,8.5,9,4,1,0,2
3,4,3,0,1.1,10,15.3,3.2,2,3,1,0,5
1,1,2,0,0,9.9,13.2,63.2,1,3,0,0,6
16,5,12,0,0,10.4,9.7,52.3,5,3,1,0,0
19,6,5,0,0,10.1,22.4,53,7,2,1,0,3
20,6,12,0,0,10.4,12.1,60.4,4,3,1,0,4
0,0,4,0,0,10.3,11.5,20.5,1,3,0,0,1
1,5,8,0,0,9.6,28.5,19.4,2,3,1,0,4
22,0,1,0,0,10.4,10.4,14.8,2,3,1,0,1
17,3,7,1,0,10.1,25.3,33.9,6,4,1,0,2
2,2,12,0,0,9.8,7.6,59.9,2,2,1,0,4
2,1,1,1,0,10.1,5.3,4.3,3,2,1,0,2
5,1,8,0,0,9.7,28.5,13.4,1,4,1,0,1
12,1,2,0,0,10,12.8,59.3,6,3,1,0,2
1,6,2,0,0,9.8,12.1,7.3,3,2,0,0,4
7,1,5,0,0,10.2,17.2,35.1,7,3,1,0,4
8,2,8,1,0,10.4,26.3,62,7,3,1,0,8
2,4,10,0,34.9,4.1,20.3,44.3,2,3,1,0,2
5,5,8,0,0,9.7,24.2,30.3,3,3,0,1,5
9,3,6,0,0,10.1,24.3,77,8,4,1,0,5
5,0,4,0,19.2,6.9,14.2,42.4,2,2,1,0,4
15,5,12,0,0,9.7,10.6,23.5,7,3,1,0,2
5,2,8,0,0,9.6,25.4,27.5,1,3,1,1,2
23,5,11,0,38.6,2.7,16.7,38,2,4,1,0,0
17,1,11,0,48.1,0.9,10.2,28.5,10,4,1,0,8
20,1,10,0,10.2,7.9,17.6,38.7,3,3,1,0,2
11,4,2,0,43.6,2.1,10.3,82,6,2,1,0,1
20,4,12,0,27.4,5.1,11.9,32.4,2,3,1,0,4
6,1,5,0,0,10.3,20.8,5.2,3,2,1,0,0
21,5,7,0,0,9.6,25.2,41.1,4,3,0,0,3
2,4,1,0,0,9.8,8.4,85.5,2,3,1,1,2
13,1,5,0,35.6,3.3,17.2,50,6,2,1,0,3
17,6,7,0,0,9.6,24.4,36,7,3,1,0,7
1,0,8,0,0,10.2,28.7,45.7,2,3,1,0,0
18,4,10,0,0,10.4,21.5,51.2,10,3,1,0,2
10,0,5,0,0,10.3,21,31,6,3,1,0,5
12,0,12,1,0,10.4,10.8,40,3,2,1,0,2
21,0,6,0,0,9.5,20.2,1,3,3,1,0,1
19,3,12,0,0,10.4,11.5,80.7,8,3,1,0,4
2,1,1,0,0,9.6,8.2,77.3,3,4,1,0,4
21,1,3,0,18.1,6.7,9.5,16.3,2,4,0,0,2
18,4,6,0,0,9.9,23.8,18.8,8,3,1,1,7
22,0,1,0,0,9.7,12.2,58.6,1,2,1,0,0
16,5,2,1,0,10.5,11.5,52,4,3,1,0,1
14,6,9,0,0,10.4,21.2,45.5,8,2,1,1,2
4,0,9,0,0,10.4,22.5,17.1,1,2,1,0,1
11,5,9,0,0,10.1,22.4,49.3,7,2,1,0,3
9,3,2,0,25.2,5.8,6.4,85.8,8,3,1,0,6
11,3,1,0,0,9.8,8.1,9.7,5,2,1,0,3
10,0,7,0,0,9.9,28.7,76.2,7,2,1,0,5
15,4,10,0,0,10.1,21.7,52.5,7,3,1,0,1
18,6,10,1,43.5,1.8,20.3,69.8,4,3,1,0,2
13,6,5,0,0,10.3,17.5,22.6,7,2,1,1,1
1,1,7,0,0,9.6,25.9,17.3,2,3,1,0,2
17,1,2,0,0,9.7,9.9,82.9,10,2,1,0,4
4,6,6,0,0,10.4,23.4,37.3,3,4,1,0,1
22,2,9,0,0,10.4,24,49,2,3,0,1,2
17,5,12,0,27.3,5.1,6.4,43.3,6,4,1,0,7
20,6,2,0,20.6,6.7,11.3,30.7,2,2,1,1,7
10,5,6,0,0,10.2,20.8,83.8,7,3,1,0,3
7,2,5,0,0,9.7,21.4,9.2,8,2,1,0,4
12,0,5,0,26.1,5.2,20.7,48.4,5,3,1,0,2
6,0,11,0,0,9.6,9.9,40,2,3,1,0,1
14,6,10,0,0,10.2,15.8,55.9,8,2,1,0,3
5,1,6,0,0,10.4,26.9,84,2,2,1,0,3
16,3,5,0,22.9,6,16.2,56.6,5,3,1,0,4
16,1,12,0,6.7,8.8,10.8,23.5,6,3,1,0,2
4,4,7,0,0,9.5,29.7,76,1,3,1,0,3
10,1,4,0,0,10.3,11.2,73.7,6,2,1,0,1
21,2,2,0,0,9.7,9.4,87.5,3,4,1,0,0
15,4,2,1,6,8.8,11.1,59.1,4,3,1,0,2
22,5,6,0,0,10,25.9,34.5,2,3,1,0,4
16,4,2,0,0,10,12.9,64.2,7,4,1,0,3
9,5,7,0,0,9.7,27.3,34,6,3,1,0,2
2,6,9,0,0,9.5,21.9,74.2,2,2,1,0,2
13,4,6,1,0,9.6,24.2,80.2,4,2,1,0,1
4,1,7,0,0,9.9,26.7,4.7,3,3,0,0,4
21,5,6,0,0,9.8,22.4,57,4,4,1,0,1
8,0,12,0,35.1,3.3,12.8,26.2,9,3,1,0,3
1,5,3,0,0,10.4,9.4,3.7,3,3,1,0,1
8,1,6,0,0,10.1,23.3,53.7,9,3,1,0,3
15,2,8,0,0,10.1,25.7,35.8,6,2,1,0,3
13,1,9,0,0,9.9,24.2,5.2,5,2,1,1,1
7,5,12,0,0,10.3,11.1,61.2,3,2,1,0,5
14,2,10,0,0,9.7,17.4,46.8,5,4,1,0,0
9,1,1,0,17.4,6.6,11,15.6,7,2,1,0,4
13,4,12,0,0,10.2,13.9,87.5,6,2,1,0,3
1,5,2,1,1.5,9.4,6.8,12.6,2,3,1,0,3
17,2,5,0,0,10.4,18.3,20.8,8,4,1,0,2
15,0,6,0,0,9.6,23.9,44,7,3,1,0,6
5,3,9,0,0,9.7,23.5,17.1,2,3,1,0,0
22,3,12,0,2.2,10,8.7,7.5,2,2,1,0,1
4,3,9,0,0,10.3,23,0.6,1,2,1,0,2
19,6,10,0,0,10.5,18.8,33.6,6,3,1,0,6
18,5,2,0,0,9.8,13.8,82,6,3,1,0,4
9,0,6,0,0,10.4,23.2,35.7,7,3,1,0,1
15,0,3,0,0,10.1,11.3,39.1,6,3,1,0,2
2,3,3,0,33.7,3.8,14.9,67.9,2,3,1,0,6
11,3,8,1,10.6,7.6,27.3,13,4,3,1,1,5
6,2,9,0,0,9.7,18.8,51.1,4,2,1,0,0
22,6,9,0,0,10.1,24.1,68.1,4,2,1,0,0
18,6,12,0,0,10.1,8.5,71.8,6,2,1,0,2
21,0,12,0,31.6,4.5,13.8,61.9,4,3,1,0,3
8,5,4,0,0,9.7,13.7,54,3,2,1,0,1
2,3,5,0,0,9.9,16.9,51.4,2,4,1,0,2
13,4,3,1,32.6,3.7,9.2,70.5,5,3,1,0,3
15,0,3,1,0,10,13.6,54.7,4,3,1,0,0
21,2,10,1,0,10.1,15.9,39.6,1,3,0,0,1
12,0,5,0,0,10.3,22.4,49.5,5,3,1,0,0
4,0,11,0,11.7,7.4,16.4,16.8,3,3,0,0,3
7,0,2,0,0,10,10.9,88.8,9,4,1,0,2
11,2,4,1,0,10.1,19,57.8,4,3,1,0,0
2,2,7,0,0,10.3,25,44.7,1,3,1,0,1
9,2,3,0,0,9.6,9.1,29.3,7,3,1,0,2
14,6,10,0,0,10.1,17.3,87.6,7,3,1,0,2
19,3,1,0,0,9.5,8.5,8,8,4,1,0,2
4,2,5,0,0,9.5,22.6,80.1,1,3,1,0,0
6,5,5,0,0,10.4,20.4,11.3,4,4,1,0,2
14,1,12,1,0,9.9,13.6,61.6,5,2,1,0,4
21,2,7,0,0,9.7,26.8,36.8,2,2,1,0,0
19,6,9,0,0,10.1,19.1,8.5,6,2,1,0,3
2,2,10,0,27.2,4.7,19.9,31.9,3,3,1,0,6
5,6,3,0,0,9.8,11.2,27.6,2,2,1,0,0
11,4,3,0,36.7,3.8,11.6,53.9,7,3,1,0,2
1,6,12,0,36.9,3.8,11.9,73.6,4,4,1,0,8
10,5,2,0,31.5,4.8,6.3,13.7,6,2,1,0,3
21,2,2,0,12.4,8,11,44.7,3,2,1,0,3
14,4,3,0,27.8,4.8,9,69.3,7,3,1,0,5
12,1,1,0,34,4.4,9.5,26.9,6,4,1,0,2
18,4,2,1,0.7,9.6,13.4,19.7,6,3,1,0,5
13,1,4,1,0,9.5,14.6,85.7,4,3,1,1,4
18,1,10,0,0,9.5,19.6,25.3,10,3,1,0,2
12,4,4,0,0,10.3,13.2,5.2,6,3,1,0,0
20,5,7,0,0,9.6,25.9,88.1,3,3,1,0,1
15,3,3,0,0,9.8,10.1,64.7,5,3,1,0,2
15,4,2,0,14.5,7.7,11.7,36.9,6,3,1,0,4
1,1,10,0,0,10,20.9,77.1,3,4,1,0,1
3,6,1,0,0,9.6,11.1,33.4,4,4,1,0,2
8,0,9,0,12.5,7.7,24.5,35.9,9,3,1,1,7
21,6,8,0,0,10.4,23.6,85.9,2,3,1,0,0
2,0,11,0,0,9.8,10.9,0.2,2,2,1,0,2
22,2,9,0,0,10.4,24.6,27.1,1,3,1,0,2
4,6,6,0,0,10.1,25.7,1.4,2,2,1,0,2
11,0,1,0,0,9.6,5.7,56.7,5,3,1,0,1
0,3,12,0,0,10.2,10.5,24.1,2,4,1,0,4
9,6,9,0,0,10,22.3,51.7,7,2,1,0,2
14,1,5,0,0,9.6,16.8,51.4,7,4,1,0,0
22,4,2,0,0,10.5,10.7,82.9,3,3,1,0,2
14,0,12,0,0,10.3,13.4,21.9,6,2,1,0,4
8,5,12,0,0,10.3,8.4,3.5,4,3,1,0,2
13,2,7,0,0,10.4,24.2,61.3,6,3,1,0,0
14,6,2,0,0,9.6,13.5,1.6,7,4,1,1,5
18,6,3,0,0,9.7,13.8,30.5,6,3,1,1,4
19,6,11,0,2.8,9.5,9.5,38.8,7,4,1,0,2
8,1,5,0,30.3,4.7,19,33.6,7,2,1,0,0
22,1,4,0,0,10.3,11.1,1.2,1,2,1,0,1
23,5,10,0,44.6,1.5,16.7,30,2,3,1,0,9
6,3,10,0,0,10.3,21.3,46.5,2,3,1,0,0
17,1,7,0,0,10.4,22.6,63,9,3,1,0,3
5,4,7,0,0,10.2,29.5,71,2,3,1,0,4
21,5,5,0,16.7,6.7,18.6,74,2,2,1,0,2
13,1,5,0,0,9.6,20.9,71.9,6,4,1,0,3
18,5,6,0,44.4,1.6,23.6,47.3,5,3,1,0,3
19,6,11,0,0,9.7,16.9,67.2,6,2,1,0,2
15,4,7,0,0,9.9,25.5,67.7,5,4,1,0,3
7,2,6,0,0,10.2,21.3,81.3,9,2,1,0,4
19,3,9,0,0,10.3,23.3,5.2,10,3,1,0,3
20,5,11,0,0,10.3,15.6,80.2,3,3,1,1,0
18,2,2,0,35.9,3.4,11.8,14.7,9,3,1,0,3
16,0,6,0,0,10.1,24.6,33.6,5,2,1,0,1
13,6,7,0,45.4,2.1,29.2,44.7,7,2,1,1,5
0,2,4,0,11.7,7.9,14.1,66.7,3,4,1,1,6
20,3,8,0,0,10,29.4,84.2,3,3,1,0,3
9,1,7,0,0,10,26.4,3.2,8,3,1,0,5
11,3,5,0,0,10.1,17.2,40.4,5,3,1,0,0
20,4,11,0,0,9.9,10.2,60,3,2,1,0,0
14,3,9,0,0,10.1,20.2,50.4,6,3,1,0,1
6,4,8,0,48.5,0.8,22.5,48.3,4,2,1,0,11
0,2,11,0,0,10.3,12.8,87.1,2,2,1,0,2
23,3,6,0,0,9.6,19.5,80.3,2,2,1,0,3
23,6,12,0,0,9.8,6.9,57.5,3,3,1,0,0
0,6,12,0,21,5.8,14,73.3,3,4,0,0,9
17,3,4,0,27.4,4.7,18.5,16.2,10,3,1,0,3
2,5,5,0,36.1,4,17,87.6,3,3,1,0,5
6,1,11,0,39.7,3,12.3,52.2,3,3,1,0,4
16,6,8,0,0,10.3,29.1,45.9,7,3,1,0,0
20,1,8,1,0,10.4,25.1,54.9,2,3,1,0,1
1,3,7,0,15.2,7.3,29.8,73.5,1,3,1,0,6
9,3,4,0,0,10.2,17.4,61.9,7,2,1,0,4
2,1,3,1,0,9.6,13.2,88.9,2,3,1,0,1
9,6,2,0,0,9.7,7.8,0.7,8,3,1,0,4
23,3,1,0,43.7,2.1,7.3,14.5,2,3,0,0,3
6,1,4,0,0,10.2,13.8,23.2,3,3,1,0,1
11,4,6,0,21.4,6.4,25.1,54.2,6,3,1,0,2
21,0,3,0,0,10.4,12,46.8,3,2,1,1,2
10,3,1,0,0,9.6,9,55.8,6,4,1,0,2
22,6,6,0,0,10,24.2,86.7,2,2,1,0,5
4,2,3,0,0,10.1,14.4,79.7,2,3,0,0,2
0,6,10,1,0,10.1,16.8,64.1,1,2,1,0,1
5,3,11,1,15.6,6.8,9.1,21.2,3,2,0,0,1
7,3,7,0,0,10.2,24.5,86.8,7,4,1,0,2
23,5,11,0,0,10.2,15.5,19.9,3,4,1,0,1
0,1,2,0,0,10.4,13.9,42.4,2,2,1,0,0
1,2,4,0,27.3,4.8,16.7,34.5,3,3,1,1,4
2,2,8,0,0,10.3,28.6,80.7,2,2,1,0,1
12,3,6,1,0,10,24.8,32.9,4,2,1,0,2
7,6,6,1,0,10.4,21.7,35.5,3,2,1,0,2
22,5,11,0,0,9.8,9.7,87.3,3,3,1,0,4
20,5,12,0,0,10.4,7,14.9,3,2,1,1,4
14,2,4,0,0,10.2,11.1,42.7,6,2,1,0,0
10,6,12,0,0,10.2,7.8,38.5,8,2,1,0,2
8,2,1,0,23.8,5.6,8.7,89.9,9,3,1,1,2
11,4,2,0,44.9,1.6,11.9,45,7,3,1,0,8
7,0,6,0,0,9.9,23.2,58.4,8,3,1,0,3
16,6,4,0,0,10.4,14.9,59.9,6,3,1,0,2
21,1,11,0,18.7,7.1,14.4,76.7,3,3,1,0,4
14,1,4,0,0,9.5,11.4,32.5,6,3,1,0,2
15,4,4,1,8.2,8.4,16.2,43.2,4,4,1,0,3
3,4,7,0,0,10.1,24.9,36.3,3,2,1,0,2
22,0,8,0,0,9.7,26.5,21.4,2,3,1,0,1
8,4,3,0,0,10.5,8.8,61.7,7,3,1,0,3
8,6,10,0,0,10.2,15.4,2.6,4,3,1,0,3
7,0,1,0,0,10,10.3,63.7,9,3,1,0,7
7,2,9,0,0,9.6,22.9,67.9,7,4,1,0,8
6,1,9,1,0,9.9,21.8,80.9,2,4,1,0,0
9,0,3,1,0,10.4,11.5,44.8,6,3,1,0,2
16,0,1,0,1.3,10.1,6.8,5.3,7,4,1,0,0
17,4,1,0,5.1,9.4,7,70.8,9,2,1,0,4
15,1,5,0,0,10.2,22.6,29,5,4,1,0,2
3,2,12,0,0,9.7,13.3,85,2,3,1,0,4
22,0,10,0,0,10.3,20.9,71,1,3,0,0,4
18,3,9,0,20.5,6.5,22.6,34.7,10,3,1,0,11
17,5,7,0,0,9.9,29.6,54,7,3,1,0,4
14,2,1,0,0,9.6,10.2,22.3,6,2,1,0,1
22,0,11,0,0,10.1,12.2,30.4,1,2,1,0,1
12,0,12,0,4.5,9.1,13,18.9,5,2,1,1,4
16,4,1,0,0,10.3,12.5,53,7,3,1,0,3
16,4,9,0,0,9.5,22.8,52.4,5,4,1,0,1
4,1,11,0,37.2,3,11.5,56.2,2,3,1,0,0
17,2,9,0,0,9.6,21.5,69.4,9,3,1,0,8
13,1,11,0,0,9.9,12.6,23.9,6,3,1,0,1
22,1,3,0,0,10.4,11.4,5.6,2,3,1,0,1
10,5,10,0,0,10.2,14.4,72.9,8,3,1,0,1
5,0,4,0,0,10.1,11.3,3.1,3,3,1,0,0
7,2,2,0,0,10.2,13.3,25.1,9,3,1,0,3
6,2,6,0,0,10.5,21.4,55.8,3,3,1,0,0
6,3,4,0,0,9.8,14.2,1.7,3,3,1,0,1
10,6,11,1,0,9.6,11.9,35.8,5,3,1,0,5
6,2,2,0,0,9.8,12.9,49.3,3,3,1,1,3
21,2,4,0,0,9.6,15.2,3.5,4,2,1,0,0
23,3,6,0,0,9.6,22.6,4.4,2,4,1,0,3
7,4,5,0,0,10.2,19.5,51.8,7,2,1,0,2
6,1,10,0,0,10.2,20.5,72.1,2,3,1,0,0
17,3,6,0,0,9.6,24.6,82,8,3,1,0,4
0,3,3,0,0,9.6,9.7,83.1,2,2,1,0,1
14,3,2,0,0,9.5,11,7.7,6,3,1,0,2
22,2,10,0,0,9.9,14.7,33.6,2,2,1,0,1
9,2,12,0,14,7.9,13.3,2.5,8,3,1,0,4
19,4,3,1,0,9.8,11.1,14.5,8,3,1,0,3
20,2,11,0,0,10.4,14.1,39.5,2,4,1,0,2
13,1,8,0,0,9.7,26.1,7.1,6,2,1,0,5
19,0,5,0,0,9.6,18.4,19.3,9,2,1,0,2
22,2,3,0,29.2,4.9,10.1,75.2,2,2,1,0,3
17,5,12,0,0,10.4,8.1,12.3,6,2,1,0,1
13,3,3,0,0,9.6,11.4,15.6,5,2,1,0,2
9,4,8,0,0,10.1,23,10.5,7,3,1,0,2
13,4,3,0,0,10.1,8.4,15.8,6,4,1,0,0
16,4,3,0,41.4,2.4,13,0.4,6,3,1,0,4
1,5,3,0,0,9.6,14.8,52.2,2,2,1,0,3
4,6,6,0,0,10.3,25.6,81,2,3,1,0,1
13,6,1,0,0,9.8,9.4,77,7,4,1,1,2
3,6,6,1,0,9.8,21.3,1.2,2,3,1,0,2
10,0,6,0,0,10.1,23.1,82.5,7,2,1,0,4
3,0,8,0,0,10.4,23.9,26.6,3,4,1,0,5
19,4,7,0,0,9.7,28.1,62.9,10,4,1,0,4
21,6,3,0,0,10.1,14.1,30.6,3,3,1,0,2
21,6,11,0,49.3,1.2,9.7,58,3,2,1,0,3
20,3,3,0,17.3,7,11,48,3,3,1,0,1
3,5,11,0,23.6,5.6,9.5,27.4,4,2,1,0,9
10,0,8,0,0,9.9,24.4,10.8,5,2,1,0,1
23,0,12,0,0,10.4,12.6,0.4,2,3,1,0,1
11,6,5,0,0,10.2,15.6,46.2,7,3,1,0,4
14,4,2,0,0,9.9,10.5,71.1,7,2,1,0,3
9,4,5,1,44,1.6,15,52.8,6,3,1,0,9
0,6,12,0,17.7,6.7,12.5,51,3,3,1,0,1
1,4,2,0,0,9.6,12.4,89.4,2,2,1,0,2
22,2,12,0,0,9.6,8.9,75.8,2,4,1,0,4
4,6,7,0,0,9.6,25.8,83,3,3,0,0,3
14,0,11,0,31.6,4.3,12.7,38.1,5,4,1,0,2
20,5,12,0,0,9.7,9.5,37.7,4,2,1,0,2
4,2,7,0,0,10.3,22.2,22.9,2,2,1,0,1
15,0,3,0,0,9.9,10.4,88.6,6,3,1,1,5
21,5,5,1,0,10.5,17.7,83.8,2,3,1,0,2
11,1,9,0,0,10.3,25.6,66.6,7,4,1,1,4
8,5,5,0,0,9.7,21.7,69,3,3,1,0,3
4,2,6,0,0,9.9,20.9,20.1,1,3,1,0,4
13,3,3,0,0,10.1,10.9,81.3,5,3,1,0,2
10,4,2,0,39.8,2.8,7.5,59,6,2,1,0,6
20,6,3,0,0,9.6,10.6,82.6,2,3,1,0,3
14,0,9,0,0,10.3,19.8,10.2,5,3,1,0,1
13,1,12,0,0,9.7,6.9,45.8,6,2,1,0,1
11,1,12,0,0,9.8,13.6,42,5,3,1,0,2
4,1,2,0,0,10.2,10.1,42,1,2,0,1,6
4,6,6,0,27.5,5.5,24.5,26.1,4,2,1,0,10
11,1,7,0,0,10,28,3.9,6,3,1,0,1
20,3,6,0,0,10.3,24.8,15.5,4,2,1,0,0
5,1,4,0,0,9.9,14.1,20.5,1,4,1,0,1
2,6,10,0,0,10.2,21.3,5.9,3,3,1,0,0
19,5,10,0,40.7,2.6,16.1,4.3,7,4,1,0,6
1,4,2,1,0,9.8,6.3,73.9,1,2,1,0,4
6,4,10,0,0,10.1,15.1,69.5,4,2,1,0,2
10,6,4,0,0,10,17.9,2,8,3,1,0,4
6,4,6,0,0,10.1,19.8,38.1,4,2,1,0,2
14,2,10,0,0,10.4,21.6,36.6,6,3,1,0,2
5,1,3,0,0,10.2,13.1,71.8,2,4,1,0,2
19,6,12,0,0,9.6,8.1,10.6,6,2,1,0,3
2,1,4,0,12.1,7.9,14.5,70.7,2,2,0,0,10
0,6,7,0,0,10.4,23.7,84.9,4,3,1,0,4
22,3,6,0,0,10.1,25.5,7.8,2,4,1,0,4
23,1,12,0,0,10.1,8.4,57.5,2,2,1,0,0
3,5,2,0,48.5,1.1,12.2,57.1,2,3,0,0,10
11,0,12,0,30.3,4.4,11.2,6.3,6,4,1,0,4
20,1,3,1,0,10.2,12.2,86.4,2,2,1,0,1
11,4,4,1,0,10.1,12.9,89.7,4,4,1,0,1
22,2,2,0,0,10.4,10.7,4.1,3,4,1,0,1
5,3,12,0,34.3,3.3,6.1,85.1,2,3,1,0,3
19,2,10,1,5,9,21.3,4.7,6,2,1,0,4
1,3,8,0,0,9.8,22.2,56.7,2,2,1,1,5
11,2,6,0,0,9.9,26.8,66.2,6,3,1,0,2
12,6,10,0,0,9.9,18.2,18.8,7,3,1,0,6
17,5,9,0,0,10.4,22,47.6,5,3,1,0,4
9,5,4,1,11,8.5,11.8,22.9,6,2,1,0,4
15,2,12,0,43.8,2.3,12.6,76.9,5,4,1,0,1
14,4,10,0,0,9.9,19.9,46.1,5,3,1,0,3
11,6,5,0,0,10.1,18.6,25.4,6,2,1,0,1
0,5,9,0,0,10,21.9,51.9,3,2,1,0,2
3,5,4,0,0,9.5,11.5,49.9,3,2,1,0,2
19,5,10,0,0,10.1,16.4,81.3,6,3,1,0,7
13,2,4,0,0,9.9,14,86.7,6,3,1,0,2
2,5,12,0,0,10.3,9,73,4,2,1,0,2
17,1,6,0,0,10.2,20.6,29.2,8,2,1,1,4
8,4,11,0,3.1,9,10,72.6,8,3,1,0,3
13,0,10,0,0,9.6,20.2,5.1,6,2,1,0,2
15,5,1,0,25.2,5.5,8.7,57.9,6,3,1,0,3
9,5,8,1,0,10.1,22.9,28.7,6,3,1,0,3
22,1,10,0,37.8,2.9,14.9,83.9,2,2,1,0,5
14,2,1,0,0,10.2,10.5,85.9,6,3,1,0,4
4,3,9,0,0,10.2,22.4,81.7,3,3,0,0,4
9,3,6,0,0,10,23.8,36.1,8,3,1,1,4
21,0,1,0,23.9,5.2,10.1,65.8,3,4,1,0,1
4,1,3,0,25.9,4.9,13,18.4,3,3,1,0,3
4,1,5,0,0,10.4,22,76.5,2,3,1,0,0
17,4,11,0,0,10.2,16.9,14.8,9,2,1,0,6
2,0,9,0,0,9.9,19.2,82.4,1,4,1,0,3
8,2,11,0,22.6,5.6,9.2,4.6,8,3,1,0,7
21,6,8,0,0,9.8,28.9,32.8,2,2,1,0,0
7,1,12,1,0,10.5,6.4,59.3,7,3,1,0,4
15,6,6,0,0,10,26.2,85.9,6,4,1,0,2
7,4,4,0,0,10.5,12.5,48.1,9,4,1,0,3
23,2,11,0,0,9.6,13.9,41.7,2,3,1,0,3
17,0,10,0,0,9.7,19.3,67.9,9,2,1,0,3
15,6,12,0,0,9.6,9.6,57.4,6,3,1,0,3
13,3,12,0,34.7,4,12.3,50.7,5,4,1,0,2
16,6,12,0,1.4,9.4,8.3,67.6,7,2,1,0,2
6,1,5,0,0,10.3,16,28.8,3,4,1,1,2
7,4,1,0,0,9.7,11.6,22.4,8,2,1,0,6
23,4,2,0,0,10.2,10.5,89,2,2,1,0,2
19,4,3,0,40.2,2.9,14.8,35.6,10,2,1,0,8
12,4,2,0,0,10,9.8,42.1,6,3,1,0,4
2,0,9,0,17.5,7,21.5,87.5,2,3,1,0,4
5,6,4,1,36.7,3.8,18.4,16.2,2,3,1,0,6
3,5,5,0,19.6,6.9,16.9,14.3,3,3,1,0,4
0,2,4,0,0,9.9,16.8,57.5,2,2,1,0,1
17,3,11,0,0,9.9,11.3,87.9,10,3,1,0,4
7,6,10,1,0,10,14.5,70.4,1,3,1,0,7
20,2,2,0,0,10.2,7.7,16.5,3,4,1,0,1
21,1,3,0,0,10.1,15,23.9,3,4,0,0,6
14,6,11,0,0,10.3,12.6,2.1,8,3,1,0,2
0,5,7,0,0,10.1,26.3,14.9,3,2,1,0,8
19,0,3,0,47.3,1.9,15.2,19.6,10,4,1,0,3
12,1,3,0,0,10.2,12.9,17.3,6,3,1,0,1
5,6,9,0,0,9.8,23.8,8.9,2,4,1,1,1
2,4,3,0,0,9.7,11.9,55.6,2,3,0,0,1
3,3,3,0,30.9,4.2,15.9,31.5,1,3,0,0,4
19,5,7,0,0,10.5,22.8,26.2,6,3,1,0,8
11,3,9,0,0,10.1,25.3,76.3,6,2,1,0,0
14,2,3,0,0,10.5,12.9,14.8,7,3,1,0,2
5,2,10,0,0,9.6,15.3,68.9,3,2,1,0,2
10,5,1,0,29,4.8,7.6,70.3,7,3,1,0,4
14,2,2,0,0,9.9,7.4,67.9,6,3,1,1,5
19,5,2,0,1.2,9.7,8.3,60.1,6,3,1,1,5
10,5,9,0,0,10.5,20.2,16.2,6,2,1,0,1
4,1,10,0,0,9.6,19.3,69.6,3,3,1,0,4
1,3,1,0,0,9.8,7.7,62.8,2,3,1,0,3
